"","survey","event_id","EQLatitude","EQLongitude"
"47",201608,124,"58.4686216667","-173.5011"
"48",201608,125,"58.4691166667","-173.500071667"
"49",201608,191,"61.2107033333","-177.680921667"
"50",201608,192,"61.2138566667","-177.687851667"
"51",201608,193,"61.2110483333","-177.682101667"
"52",201608,197,"61.213535","-177.690596667"
"53",201608,198,"61.219965","-177.703271667"
"54",201608,205,"58.7685066667","-177.442358333"
"55",201608,206,"58.7607683333","-177.43965"
"56",201608,215,"59.289185","-178.199511667"
"57",201608,153,"59.8209366667","-175.867526667"
"58",201608,154,"59.820585","-175.876018333"
"59",201608,158,"61.0926283333","-176.943885"
"60",201608,165,"60.2065983333","-176.6285"
"61",201608,166,"60.2044466667","-176.61003"
"62",201608,189,"60.873055","-177.584813333"
"63",201608,190,"61.21569","-177.698741667"
"64",201608,159,"60.81385","-176.84888"
"65",201608,161,"60.2381866667","-176.636103333"
"66",201608,162,"60.2375383333","-176.624153333"
"67",201608,163,"60.2368266667","-176.609793333"
"68",201608,164,"60.23647","-176.59654"
"69",201608,167,"60.2045","-176.6516"
"70",201608,168,"60.19729","-176.653706667"
"71",201608,169,"59.6634516667","-176.454901667"
"72",201608,129,"57.2921533333","-173.871255"
"73",201608,130,"57.6895416667","-173.975286667"
"74",201608,131,"58.2869166667","-174.12499"
"75",201608,134,"59.8010633333","-174.507588333"
"76",201608,137,"61.3797066667","-175.642001667"
"77",201608,157,"61.723475","-176.46005"
"78",201608,214,"59.2864333333","-178.191855"
"79",201608,178,"59.127055","-176.941948333"
"80",201608,185,"59.69333333","-177.108333333"
"81",201608,186,"59.68875","-177.105766666667"
"82",201608,187,"59.6841883333","-177.10607"
"83",201608,194,"61.215155","-177.689888333"
"84",201608,195,"61.2193116667","-177.699185"
"85",201608,196,"61.2245066667","-177.707318333"
"86",201608,160,"60.2112566667","-176.638341667"
"87",201608,170,"59.141205","-176.273635"
"88",201608,171,"58.650975","-176.116488333"
"89",201608,172,"58.65084","-176.131153333"
"90",201608,173,"58.646285","-176.134766667"
"91",201608,174,"58.64965","-176.129036667"
"92",201608,175,"58.6449033333","-176.131938333"
"93",201608,199,"60.73213","-178.227396667"
"94",201608,201,"59.80107","-177.837393333"
"95",201608,202,"59.6543316667","-177.781403333"
"96",201608,203,"59.6505583333","-177.77015"
"97",201608,204,"59.65016","-177.775825"
"98",201608,212,"59.2847666667","-178.18815"
"99",201608,213,"59.28757","-178.206891667"
"100",201608,216,"60.63643","-178.829048333"
"101",201608,126,"57.9392066667","-173.398171667"
"102",201608,32,"54.6698666667","-165.098611667"
"103",201608,33,"54.6691783333","-165.100606667"
"104",201608,122,"59.30636","-173.7171"
"105",201608,179,"59.7169066667","-177.14671"
"106",201608,180,"59.7042983333","-177.135223333"
"107",201608,181,"59.7035683333","-177.125553333"
"108",201608,217,"61.1240666667","-173.48048"
"109",201608,127,"57.1644783333","-173.21903"
"110",201608,89,"59.1583033333","-170.445671667"
"111",201608,94,"56.6235066667","-170.669236667"
"112",201608,99,"58.81368","-171.311683"
"113",201608,101,"58.0489233333","-171.53825"
"114",201608,102,"58.063025","-171.496863333"
"115",201608,104,"58.5141433333","-171.611111667"
"116",201608,182,"59.7024866667","-177.114735"
"117",201608,183,"59.7005833333","-177.10349"
"118",201608,184,"59.69714","-177.114543333"
"119",201608,16,"56.7131866667","-163.323616667"
"120",201608,141,"59.99434","-175.242856667"
"121",201608,4,"56.5932883333","-162.121891667"
"122",201608,57,"55.3735133333","-167.492591667"
"123",201608,59,"55.48352","-167.501771667"
"124",201608,105,"58.5384216667","-171.61891"
"125",201608,106,"59.0456416667","-171.711378333"
"126",201608,107,"59.8255733333","-171.872643333"
"127",201608,108,"59.2169816667","-172.396478333"
"128",201608,114,"56.5262316667","-171.86069"
"129",201608,60,"55.53539","-167.507745"
"130",201608,70,"56.444785","-168.201933333"
"131",201608,71,"56.4463933333","-168.19507"
"132",201608,75,"55.9004783333","-168.744711667"
"133",201608,81,"58.3329083333","-169.036465"
"134",201608,13,"56.883415","-163.307603333"
"135",201608,17,"56.664405","-163.306466667"
"136",201608,18,"56.120295","-163.353746667"
"137",201608,41,"56.7717616667","-165.144138333"
"138",201608,42,"57.058345","-165.778921667"
"139",201608,43,"57.053425","-165.770318333"
"140",201608,100,"57.3136166667","-171.40576"
"141",201608,109,"58.6741966667","-172.28855"
"142",201608,29,"55.8490283333","-164.532236667"
"143",201608,86,"57.8245233333","-170.235451667"
"144",201608,110,"58.104855","-172.173181667"
"145",201608,112,"57.1177266667","-171.985973333"
"146",201608,133,"59.2672616667","-174.376371667"
"147",201608,135,"61.0515033333","-174.906783333"
"148",201608,113,"57.0238783333","-171.968553333"
"149",201608,132,"58.96884","-174.302625"
"150",201608,200,"60.3427","-178.036336667"
"151",201608,3,"57.16579","-162.087843333"
"152",201608,30,"55.4575016667","-164.533583333"
"153",201608,31,"55.11843","-164.506826667"
"154",201608,136,"61.5162483333","-174.998971667"
"155",201608,138,"61.3516883333","-175.673868333"
"156",201608,139,"61.3635483333","-175.665873333"
"157",201608,140,"60.50334","-175.36502"
"158",201608,151,"59.8203583333","-175.85362"
"159",201608,111,"57.1161116667","-171.985506667"
"160",201608,115,"56.6207716667","-172.511796667"
"161",201608,40,"56.3187083333","-165.139843333"
"162",201608,44,"56.1854416667","-165.738948333"
"163",201608,61,"55.5330766667","-167.507083333"
"164",201608,82,"58.5906866667","-169.705343333"
"165",201608,5,"56.2372666667","-162.154006667"
"166",201608,9,"56.75311","-160.932881667"
"167",201608,11,"55.8189833333","-162.761011667"
"168",201608,12,"55.777625","-162.784573333"
"169",201608,117,"58.132565","-172.80616"
"170",201608,120,"60.5665983333","-174.078425"
"171",201608,128,"56.6688083333","-173.090701667"
"172",201608,118,"59.0234","-172.985778333"
"173",201608,123,"58.4973233333","-173.530533333"
"174",201608,14,"56.7078333","-163.336866"
"175",201608,19,"55.7158433333","-163.33108"
"176",201608,21,"55.2706083333","-163.900233333"
"177",201608,1,"57.1631633333","-162.080218333"
"178",201608,7,"56.502315","-161.549705"
"179",201608,15,"56.7129416667","-163.325081667"
"180",201608,20,"55.2702083333","-163.900855"
"181",201608,25,"56.6881","-164.529998333"
"182",201608,26,"56.2303783333","-164.52569"
"183",201608,36,"55.26807","-165.13262"
"184",201608,2,"57.1659416667","-162.08843"
"185",201608,6,"56.5029266667","-161.546828333"
"186",201608,10,"56.2229216667","-161.54634"
"187",201608,22,"55.2695667","-163.89915"
"188",201608,27,"56.07191","-164.533313333"
"189",201608,37,"55.7157433333","-165.145278333"
"190",201608,23,"56.1016366667","-163.938165"
"191",201608,24,"56.7501966667","-163.93123"
"192",201608,28,"55.8605866667","-164.508458333"
"193",201608,148,"58.8878983333","-175.57795"
"194",201608,149,"59.527565","-175.768971667"
"195",201608,150,"59.8074333333","-175.855783333"
"196",201608,155,"60.6209233333","-176.103858333"
"197",201608,156,"61.42608","-176.365571667"
"198",201608,152,"59.82095","-175.858611667"
"199",201608,142,"59.655185","-175.14295"
"200",201608,143,"59.1939066667","-175.009443333"
"201",201608,144,"58.9096883333","-174.928421667"
"202",201608,145,"58.7156166667","-174.880596667"
"203",201608,146,"58.7427716667","-174.872326667"
"204",201608,147,"58.7433983333","-174.875388333"
"205",201608,34,"54.67235","-165.0985333"
"206",201608,35,"54.95677","-165.097093333"
"207",201608,45,"54.8627533333","-166.183841667"
"208",201608,46,"54.8596816667","-166.185651667"
"209",201608,8,"56.5020816667","-161.552775"
"210",201608,38,"56.3185366667","-165.139471667"
"211",201608,39,"56.3200483333","-165.14174"
"212",201608,62,"55.534655","-167.49959"
"213",201608,63,"55.962405","-167.55434"
"214",201608,55,"55.2149066667","-166.880893333"
"215",201608,65,"57.1633083333","-167.66423"
"216",201608,56,"55.3745733333","-167.49247"
"217",201608,58,"55.3671616667","-167.489176667"
